session_date,client_id,traffic_source,device_type,session_duration_seconds,scrolled_down,clicked_download_syllabus
01/27/2024,8560964854,Paid Ads,Mobile,22,0,0
01/25/2024,4024014621,Paid Ads,Desktop,8,0,0
01/23/2024,7338030929,Paid Ads,Desktop,83,1,0
01/23/2024,4276601949,Paid Ads,Desktop,71,1,0
01/22/2024,3011462836,Organic Search,Desktop,15,0,0
01/23/2024,4663529785,Paid Ads,Mobile,4,0,0
01/22/2024,4418825772,Organic Search,Desktop,20,0,0
01/26/2024,2443139359,Organic Search,Mobile,100,1,0
01/27/2024,9224715768,Organic Search,Mobile,19,0,0
01/22/2024,8282652427,Direct,Mobile,18,0,0
01/25/2024,5533445490,Organic Search,Desktop,15,0,0
01/28/2024,4678611156,Paid Ads,Desktop,83,1,0
01/27/2024,6866434902,Paid Ads,Mobile,97,1,1
01/22/2024,4218760173,Paid Ads,Mobile,18,0,0
01/27/2024,2214621616,Organic Search,Desktop,70,1,0
01/27/2024,9768172135,Paid Ads,Mobile,27,0,0
01/27/2024,6564793884,Organic Search,Desktop,12,0,0
01/26/2024,9215976113,Organic Search,Desktop,16,0,0
01/25/2024,2489863908,Paid Ads,Mobile,6,0,0
01/24/2024,6489522939,Direct,Mobile,8,0,0
01/24/2024,9554269487,Paid Ads,Desktop,15,0,0
01/22/2024,7222457580,Paid Ads,Desktop,23,0,0
01/27/2024,6108405827,Organic Search,Mobile,12,0,0
01/22/2024,5553079414,Organic Search,Desktop,13,0,0
01/26/2024,8076029332,Organic Search,Mobile,98,1,0
01/26/2024,1493049027,Organic Search,Mobile,77,1,0
01/23/2024,2071414828,Paid Ads,Desktop,97,1,0
01/26/2024,8972028374,Direct,Desktop,11,0,0
01/23/2024,4134088770,Direct,Mobile,90,1,0
01/25/2024,7888255636,Organic Search,Desktop,80,1,1
01/22/2024,4532587636,Paid Ads,Mobile,85,1,1
01/28/2024,7381537276,Organic Search,Mobile,96,1,0
01/25/2024,8224792829,Paid Ads,Mobile,91,1,0
01/26/2024,8010409496,Paid Ads,Desktop,10,0,0
01/25/2024,2675553657,Direct,Mobile,17,0,0
01/25/2024,1194343787,Paid Ads,Mobile,95,1,1
01/25/2024,5749603477,Direct,Mobile,3,0,0
01/26/2024,7702639242,Organic Search,Desktop,25,0,1
02/04/2024,1355339975,Paid Ads,Desktop,9,0,0
02/03/2024,1424073081,Organic Search,Desktop,20,0,0
02/01/2024,3512892773,Direct,Mobile,4,0,0
01/30/2024,4846993466,Organic Search,Desktop,20,0,0
02/02/2024,9003524363,Direct,Mobile,20,0,0
02/01/2024,2057610621,Organic Search,Desktop,18,0,0
02/04/2024,8703327325,Organic Search,Desktop,7,0,0
02/03/2024,2031095991,Direct,Mobile,16,0,1
02/02/2024,9150746537,Paid Ads,Desktop,5,0,0
01/31/2024,1328306710,Organic Search,Mobile,109,1,0
02/03/2024,4409900752,Paid Ads,Mobile,74,1,0
01/30/2024,3393630710,Direct,Mobile,106,1,0
02/01/2024,4584540837,Direct,Mobile,91,1,0
02/04/2024,9215810477,Paid Ads,Mobile,81,1,1
01/31/2024,6079539213,Organic Search,Desktop,12,0,0
02/04/2024,8567232508,Direct,Mobile,76,1,0
01/31/2024,1877233144,Paid Ads,Desktop,23,0,0
02/02/2024,8212105413,Organic Search,Mobile,88,1,0
01/31/2024,2807155606,Direct,Mobile,99,1,1
01/30/2024,9319819566,Paid Ads,Desktop,21,0,0
01/30/2024,8104563771,Organic Search,Mobile,15,0,0
01/29/2024,4986167033,Paid Ads,Mobile,88,1,1
01/30/2024,1961997703,Direct,Desktop,7,0,0
02/03/2024,3784151970,Direct,Mobile,20,0,0
01/31/2024,4862293830,Direct,Mobile,15,0,0
01/30/2024,3283466694,Organic Search,Mobile,1,0,0
02/02/2024,6489395621,Direct,Desktop,21,0,0
02/04/2024,5966200707,Direct,Desktop,14,0,0
02/04/2024,4049919682,Paid Ads,Desktop,105,1,0
01/29/2024,2344540134,Direct,Desktop,24,0,0
02/04/2024,6654697084,Paid Ads,Mobile,75,1,0
01/31/2024,9982383390,Organic Search,Mobile,6,0,0
01/29/2024,5479875953,Paid Ads,Desktop,1,0,0
01/31/2024,2710375334,Paid Ads,Mobile,17,0,0
02/02/2024,1034613598,Paid Ads,Mobile,89,1,0
01/29/2024,6313495037,Organic Search,Mobile,17,0,0
02/01/2024,6366574862,Paid Ads,Mobile,1,0,0
02/03/2024,3992282719,Organic Search,Desktop,7,0,0
02/03/2024,4681610144,Paid Ads,Mobile,77,1,0
01/31/2024,7187216163,Paid Ads,Mobile,93,1,0
02/04/2024,2851061777,Organic Search,Mobile,37,0,0
02/01/2024,1850813769,Direct,Desktop,12,0,0
01/29/2024,8629109528,Paid Ads,Mobile,20,0,0
02/01/2024,4423995466,Organic Search,Mobile,98,1,0
02/01/2024,3965269998,Direct,Desktop,9,0,0
02/04/2024,1225018905,Organic Search,Desktop,1,0,0
01/29/2024,5624852746,Paid Ads,Mobile,85,1,0
02/02/2024,2308257159,Paid Ads,Mobile,13,0,0
02/04/2024,6212793850,Direct,Mobile,12,0,0
02/01/2024,8979856354,Paid Ads,Mobile,11,0,0
02/01/2024,9361253520,Direct,Mobile,14,0,0
02/02/2024,3431874948,Organic Search,Mobile,17,0,0
02/01/2024,5560764378,Direct,Mobile,13,0,0
02/01/2024,5996492842,Direct,Mobile,63,1,0
02/01/2024,2363886544,Direct,Desktop,91,1,0
02/03/2024,1386187353,Paid Ads,Desktop,4,0,0
02/04/2024,6496467095,Direct,Desktop,18,0,0
01/30/2024,4739344051,Organic Search,Mobile,94,1,0
02/04/2024,7669063604,Organic Search,Mobile,1,0,0
02/02/2024,6783425855,Organic Search,Desktop,1,0,0
02/01/2024,4553469365,Direct,Mobile,20,0,0
02/04/2024,2058794923,Direct,Mobile,19,0,0
02/03/2024,2480980324,Direct,Mobile,14,0,0
02/02/2024,9053570675,Organic Search,Desktop,3,0,0
01/31/2024,3343257376,Organic Search,Desktop,9,0,0
02/04/2024,7593429066,Organic Search,Mobile,94,1,0
01/31/2024,5445030212,Paid Ads,Mobile,12,0,0
02/01/2024,5423907917,Paid Ads,Desktop,2,0,0
02/03/2024,7462289503,Paid Ads,Mobile,9,0,0
02/03/2024,3177902420,Paid Ads,Desktop,20,0,1
02/04/2024,4298558240,Paid Ads,Desktop,26,0,0
02/02/2024,7952573121,Paid Ads,Desktop,11,0,0
02/02/2024,5396038566,Paid Ads,Mobile,102,1,0
02/03/2024,1554800011,Paid Ads,Mobile,79,1,0
02/02/2024,6384102795,Direct,Mobile,21,0,0
02/03/2024,3800718383,Organic Search,Desktop,1,0,1
02/04/2024,7882555498,Paid Ads,Desktop,20,0,0
01/30/2024,1580164803,Organic Search,Mobile,96,1,0
02/03/2024,5054141110,Paid Ads,Mobile,8,0,0
01/31/2024,6918897748,Direct,Desktop,17,0,0
02/02/2024,1078967903,Direct,Desktop,13,0,0
02/03/2024,3839577591,Paid Ads,Desktop,25,0,0
02/03/2024,6373348142,Organic Search,Mobile,101,1,0
02/04/2024,5818985145,Direct,Mobile,8,0,0
02/02/2024,6082889376,Direct,Desktop,20,0,0
01/30/2024,7061807627,Organic Search,Desktop,72,1,0
02/04/2024,8911397039,Organic Search,Mobile,93,1,0
01/30/2024,7003866817,Paid Ads,Mobile,12,0,0
02/04/2024,1106017639,Direct,Mobile,13,0,0
02/02/2024,8901968229,Paid Ads,Mobile,13,0,0
01/29/2024,8731827362,Direct,Mobile,8,0,0
02/02/2024,2322361951,Organic Search,Desktop,14,0,0
02/02/2024,7791182630,Organic Search,Mobile,14,0,0
01/30/2024,7194917095,Organic Search,Desktop,84,1,0
01/30/2024,8235414411,Paid Ads,Mobile,89,1,0
02/02/2024,5842015036,Paid Ads,Desktop,16,0,0
02/02/2024,6661892356,Paid Ads,Desktop,15,0,0
02/02/2024,1058557684,Paid Ads,Mobile,21,0,0
01/30/2024,5690528445,Direct,Mobile,22,0,0
02/02/2024,8783589374,Paid Ads,Mobile,6,0,0
02/02/2024,8156565954,Paid Ads,Mobile,21,0,0
02/01/2024,2674606664,Direct,Desktop,5,0,0
01/29/2024,1376453174,Direct,Desktop,93,1,1
01/31/2024,7287034306,Direct,Mobile,85,1,0
01/29/2024,7341352884,Direct,Mobile,83,1,0
02/01/2024,4691766612,Paid Ads,Mobile,19,0,0
01/31/2024,3983515247,Paid Ads,Desktop,19,0,0
02/04/2024,4453564583,Direct,Mobile,1,0,0
02/02/2024,5692253658,Organic Search,Mobile,15,0,0
02/01/2024,3893526925,Paid Ads,Desktop,11,0,0
02/04/2024,4420978029,Direct,Desktop,8,0,0
02/02/2024,7543655770,Paid Ads,Mobile,25,0,0
01/30/2024,9876382647,Paid Ads,Desktop,90,1,0
02/03/2024,6564838954,Organic Search,Mobile,9,0,0
02/01/2024,7865913716,Organic Search,Mobile,8,0,0
01/30/2024,5956046556,Organic Search,Desktop,15,0,0
02/01/2024,9133101487,Paid Ads,Desktop,20,0,0
02/01/2024,4008331660,Direct,Mobile,79,1,0
01/30/2024,6743671947,Paid Ads,Mobile,79,1,0
01/31/2024,8440551733,Paid Ads,Mobile,96,1,0
01/29/2024,4578585469,Direct,Mobile,78,1,0
02/02/2024,5151289972,Direct,Mobile,96,1,0
02/01/2024,3903848967,Direct,Mobile,94,1,1
02/02/2024,7659225577,Direct,Mobile,72,1,0
02/03/2024,7299549213,Organic Search,Desktop,13,0,0
01/30/2024,5557409827,Organic Search,Desktop,24,0,0
02/02/2024,1456715203,Paid Ads,Desktop,19,0,0
01/30/2024,4748025005,Organic Search,Mobile,83,1,0
02/02/2024,7931988987,Paid Ads,Desktop,1,0,0
01/29/2024,8432408583,Paid Ads,Desktop,10,0,0
01/29/2024,6143821296,Organic Search,Desktop,10,0,0
01/29/2024,6422269880,Organic Search,Desktop,18,0,0
01/29/2024,9023726042,Paid Ads,Desktop,1,0,0
01/29/2024,3901771452,Paid Ads,Mobile,35,0,0
01/29/2024,3662744708,Organic Search,Mobile,101,1,0
01/30/2024,1180234311,Paid Ads,Desktop,19,0,0
02/01/2024,1423459004,Direct,Desktop,16,0,0
02/02/2024,7571172596,Organic Search,Desktop,24,0,0
01/29/2024,6034071195,Organic Search,Mobile,33,0,0
01/30/2024,7313238448,Organic Search,Mobile,21,0,0
01/30/2024,6840271140,Direct,Mobile,22,0,0
01/30/2024,1838365438,Paid Ads,Desktop,80,1,1
02/01/2024,9537319257,Organic Search,Mobile,85,1,1
02/02/2024,7886267948,Organic Search,Mobile,16,0,0
02/01/2024,2815293841,Paid Ads,Mobile,13,0,0
01/31/2024,4844276137,Direct,Mobile,11,0,0
02/04/2024,4375523340,Direct,Desktop,8,0,0
01/30/2024,4753264373,Organic Search,Desktop,9,0,0
01/31/2024,3434786027,Direct,Desktop,4,0,0
02/03/2024,1500187308,Direct,Mobile,14,0,0
01/29/2024,4889259705,Organic Search,Desktop,1,0,0
02/04/2024,7189694475,Direct,Mobile,94,1,0
01/29/2024,3162717793,Organic Search,Desktop,16,0,0
02/01/2024,6232018882,Organic Search,Mobile,97,1,0
02/04/2024,2912920566,Organic Search,Mobile,14,0,0
02/02/2024,6002040998,Direct,Desktop,16,0,0
01/31/2024,4520196246,Paid Ads,Desktop,10,0,0
02/02/2024,7627126522,Direct,Mobile,39,0,0
02/01/2024,6948970380,Direct,Desktop,87,1,0
01/29/2024,1110850498,Paid Ads,Mobile,25,0,0
02/04/2024,5271697090,Direct,Mobile,5,0,0
02/02/2024,4940817223,Paid Ads,Mobile,84,1,0
02/02/2024,4877340949,Paid Ads,Mobile,16,0,0
01/29/2024,2419020554,Organic Search,Mobile,104,1,1
02/04/2024,5024074545,Paid Ads,Mobile,10,0,0
01/31/2024,8545218541,Direct,Mobile,6,0,0
01/29/2024,1253857559,Direct,Desktop,4,0,1
02/02/2024,9280919229,Organic Search,Mobile,18,0,0
01/31/2024,6522900764,Paid Ads,Desktop,9,0,1
01/31/2024,1238009435,Paid Ads,Mobile,107,1,0
01/29/2024,9540714233,Organic Search,Desktop,22,0,0
02/02/2024,7401255852,Direct,Mobile,99,1,0
02/01/2024,1218935444,Organic Search,Mobile,22,0,0
02/02/2024,7819106762,Paid Ads,Mobile,90,1,0
01/30/2024,7991113326,Organic Search,Mobile,25,0,0
02/04/2024,3951911962,Organic Search,Mobile,81,1,0
02/03/2024,8431338540,Direct,Desktop,8,0,1
02/01/2024,9661556664,Paid Ads,Desktop,18,0,0
01/31/2024,8775901772,Direct,Desktop,20,0,0
02/01/2024,1778357886,Organic Search,Desktop,11,0,0
02/04/2024,9118081123,Direct,Mobile,8,0,0
01/31/2024,3656910974,Paid Ads,Mobile,27,0,0
02/04/2024,5342549319,Organic Search,Mobile,81,1,1
01/31/2024,2757007336,Direct,Mobile,16,0,0
02/01/2024,9326501964,Paid Ads,Mobile,95,1,1
01/31/2024,1853899878,Direct,Mobile,94,1,0
01/31/2024,5591979608,Organic Search,Mobile,20,0,0
01/30/2024,5481004976,Paid Ads,Mobile,8,0,0
02/02/2024,4198619892,Paid Ads,Desktop,104,1,1
02/02/2024,7499037479,Organic Search,Desktop,5,0,0
02/03/2024,4916836597,Paid Ads,Mobile,10,0,0
02/03/2024,3980782107,Organic Search,Desktop,14,0,0
01/30/2024,2370288186,Paid Ads,Desktop,6,0,0
02/03/2024,9194862410,Organic Search,Mobile,96,1,1
02/04/2024,5687135621,Paid Ads,Mobile,14,0,0
02/01/2024,5744547138,Direct,Mobile,1,0,0
01/29/2024,8363352511,Direct,Desktop,6,0,0
02/04/2024,1538483031,Direct,Desktop,20,0,0
01/29/2024,8052707840,Organic Search,Mobile,19,0,0
01/29/2024,2357543312,Paid Ads,Mobile,11,0,0
01/30/2024,2406262314,Direct,Mobile,6,0,0
02/04/2024,7167552344,Paid Ads,Mobile,6,0,0
01/30/2024,7827509781,Paid Ads,Mobile,12,0,1
01/31/2024,8613563914,Paid Ads,Desktop,20,0,0
01/29/2024,3597765598,Organic Search,Desktop,22,0,0
02/01/2024,2260722330,Direct,Desktop,11,0,1
02/03/2024,8800000092,Organic Search,Desktop,74,1,0
02/01/2024,8455710829,Organic Search,Desktop,5,0,0
02/03/2024,5540283647,Paid Ads,Mobile,17,0,0
01/29/2024,1003991818,Direct,Desktop,100,1,0
01/29/2024,1899605668,Organic Search,Mobile,8,0,0
01/29/2024,8217604342,Organic Search,Desktop,80,1,0
01/30/2024,6901058009,Paid Ads,Mobile,86,1,0
02/04/2024,6706113811,Direct,Desktop,92,1,0
02/03/2024,9440511128,Organic Search,Mobile,10,0,0
02/04/2024,8413591415,Paid Ads,Mobile,25,0,0
01/30/2024,5927302755,Paid Ads,Mobile,109,1,0
01/30/2024,6640436564,Organic Search,Mobile,121,1,0
02/02/2024,2390413291,Organic Search,Desktop,21,0,0
02/01/2024,8050483300,Paid Ads,Desktop,16,0,1
02/01/2024,4879421072,Direct,Mobile,4,0,0
01/31/2024,4742270471,Paid Ads,Mobile,16,0,0
01/30/2024,4916231173,Organic Search,Mobile,23,0,0
02/03/2024,1230950326,Direct,Mobile,96,1,1
02/02/2024,6341097343,Organic Search,Mobile,11,0,1
02/02/2024,5317041853,Organic Search,Desktop,25,0,0
02/04/2024,5656841391,Paid Ads,Mobile,88,1,0
02/01/2024,9347587387,Paid Ads,Mobile,95,1,1
01/30/2024,3567703197,Direct,Mobile,98,1,0
01/31/2024,6614147821,Organic Search,Mobile,25,0,0
01/30/2024,4524244602,Direct,Mobile,28,0,0
02/04/2024,7020655678,Paid Ads,Desktop,17,0,0
01/29/2024,5214400560,Paid Ads,Mobile,19,0,0
01/30/2024,4960784188,Paid Ads,Mobile,26,0,0
02/04/2024,6610520054,Organic Search,Mobile,18,0,0
02/05/2024,9894516303,Paid Ads,Mobile,10,0,0
02/05/2024,1568172386,Direct,Mobile,11,0,0
02/07/2024,1951409420,Organic Search,Desktop,16,0,0
02/10/2024,6392928846,Direct,Desktop,4,0,0
02/08/2024,6014201426,Paid Ads,Mobile,13,0,0
02/06/2024,1142884854,Direct,Mobile,23,0,0
02/05/2024,5566108174,Direct,Mobile,1,0,0
02/06/2024,2938175333,Direct,Mobile,27,0,0
02/10/2024,3009960787,Direct,Desktop,23,0,0
02/08/2024,4511665686,Direct,Desktop,86,1,0
02/10/2024,1589964202,Organic Search,Mobile,11,0,0
02/08/2024,5492806647,Paid Ads,Mobile,19,0,0
02/09/2024,3838108071,Paid Ads,Mobile,107,1,0
02/08/2024,6633157712,Direct,Desktop,15,0,0
02/07/2024,3451401892,Organic Search,Desktop,24,0,0
02/10/2024,1452712257,Direct,Mobile,22,0,0
02/05/2024,8826410146,Organic Search,Mobile,3,0,0
02/09/2024,9058185313,Paid Ads,Desktop,19,0,0
02/07/2024,1995750782,Paid Ads,Mobile,13,0,0
02/06/2024,5608515354,Organic Search,Mobile,15,0,0
02/10/2024,5758948158,Organic Search,Mobile,9,0,1
02/11/2024,1348597688,Paid Ads,Desktop,28,0,0
02/11/2024,4174373488,Organic Search,Mobile,92,1,0
02/05/2024,9063595473,Paid Ads,Mobile,23,0,0
02/08/2024,7592631650,Organic Search,Desktop,9,0,0
02/05/2024,7710583047,Paid Ads,Mobile,4,0,0
02/11/2024,4807499332,Direct,Mobile,11,0,0
02/06/2024,3296351194,Paid Ads,Mobile,94,1,0
02/09/2024,9668425414,Organic Search,Mobile,18,0,0
02/09/2024,5086218421,Paid Ads,Desktop,96,1,0
02/10/2024,9853753529,Paid Ads,Mobile,16,0,0
02/09/2024,9493281738,Paid Ads,Mobile,25,0,0
02/10/2024,3306574890,Organic Search,Mobile,21,0,0
02/10/2024,2351320870,Organic Search,Desktop,22,0,0
02/10/2024,4626304719,Paid Ads,Desktop,17,0,0
02/11/2024,8378464706,Organic Search,Mobile,3,0,0
02/11/2024,1509643461,Direct,Mobile,94,1,1
02/08/2024,1597009935,Direct,Desktop,98,1,0
02/07/2024,4592400484,Paid Ads,Mobile,13,0,0
02/10/2024,9651701520,Organic Search,Desktop,23,0,0
02/10/2024,9385995757,Paid Ads,Desktop,83,1,0
02/07/2024,6129365937,Paid Ads,Desktop,14,0,0
02/05/2024,4564055180,Direct,Mobile,84,1,0
02/10/2024,5802728686,Paid Ads,Mobile,19,0,0
02/08/2024,8701428435,Organic Search,Desktop,12,0,0
02/09/2024,1798698593,Organic Search,Mobile,78,1,0
02/09/2024,8450516576,Organic Search,Mobile,6,0,0
02/06/2024,4032058948,Organic Search,Desktop,14,0,0
02/06/2024,3182452048,Paid Ads,Desktop,94,1,0
02/09/2024,8593373219,Paid Ads,Mobile,17,0,0
02/09/2024,3281097897,Organic Search,Mobile,9,0,1
02/11/2024,3413186621,Paid Ads,Mobile,13,0,0
02/08/2024,8253385886,Paid Ads,Desktop,97,1,0
02/07/2024,2829645409,Paid Ads,Desktop,7,0,0
02/06/2024,7719026994,Paid Ads,Mobile,23,0,0
02/11/2024,1829615936,Paid Ads,Mobile,94,1,0
02/11/2024,7324405690,Paid Ads,Desktop,106,1,0
02/07/2024,5605394431,Organic Search,Mobile,12,0,0
02/11/2024,8410051608,Organic Search,Mobile,89,1,0
02/08/2024,9963902581,Direct,Desktop,26,0,0
02/09/2024,3342863191,Paid Ads,Mobile,27,0,0
02/10/2024,4646100281,Paid Ads,Desktop,96,1,0
02/07/2024,2054631932,Paid Ads,Mobile,14,0,0
02/09/2024,2472482115,Organic Search,Mobile,79,1,0
02/09/2024,3449890097,Organic Search,Desktop,6,0,0
02/05/2024,4765027729,Paid Ads,Mobile,86,1,1
02/07/2024,3574287405,Direct,Desktop,1,0,0
02/11/2024,4823537165,Paid Ads,Mobile,3,0,0
02/10/2024,9606414980,Organic Search,Mobile,4,0,0
02/07/2024,9824061547,Organic Search,Mobile,26,0,0
02/11/2024,4747899639,Direct,Mobile,15,0,0
02/09/2024,3969609370,Organic Search,Mobile,18,0,0
02/10/2024,8857149407,Direct,Mobile,96,1,0
02/11/2024,9234399713,Paid Ads,Mobile,1,0,0
02/08/2024,2285191659,Direct,Mobile,98,1,1
02/11/2024,2340853943,Paid Ads,Desktop,5,0,0
02/05/2024,7633986915,Direct,Desktop,22,0,1
02/09/2024,7210331776,Organic Search,Desktop,17,0,1
02/11/2024,5563432566,Direct,Mobile,13,0,0
02/06/2024,2993740774,Organic Search,Mobile,19,0,0
02/06/2024,7856631630,Organic Search,Desktop,28,0,0
02/05/2024,2634157267,Organic Search,Mobile,13,0,0
02/08/2024,8755002476,Organic Search,Mobile,15,0,0
02/09/2024,3655538766,Paid Ads,Desktop,16,0,0
02/07/2024,7489569941,Paid Ads,Desktop,34,0,0
02/05/2024,2537431639,Paid Ads,Mobile,1,0,0
02/08/2024,8969531392,Paid Ads,Mobile,87,1,0
02/07/2024,3214813934,Direct,Desktop,89,1,1
02/06/2024,5759489554,Paid Ads,Mobile,20,0,0
02/06/2024,6183998036,Direct,Desktop,14,0,0
02/07/2024,8472675396,Paid Ads,Desktop,19,0,0
02/05/2024,2230395333,Paid Ads,Desktop,9,0,0
02/06/2024,4212704583,Direct,Mobile,14,0,0
02/09/2024,6433482743,Organic Search,Mobile,20,0,0
02/10/2024,7580847137,Organic Search,Desktop,39,0,1
02/11/2024,5730390416,Organic Search,Desktop,21,0,0
02/07/2024,8780642526,Organic Search,Desktop,8,0,0
02/07/2024,8352030293,Paid Ads,Mobile,74,1,0
02/06/2024,1533037075,Direct,Mobile,11,0,0
02/05/2024,4097239882,Direct,Desktop,11,0,0
02/09/2024,9696298936,Organic Search,Desktop,1,0,0
02/05/2024,4126788836,Paid Ads,Desktop,86,1,0
02/08/2024,2655939946,Organic Search,Desktop,12,0,0
02/08/2024,8515993841,Paid Ads,Mobile,20,0,0
02/10/2024,1587745516,Paid Ads,Desktop,4,0,0
02/06/2024,4112546714,Paid Ads,Desktop,98,1,1
02/06/2024,8999332029,Organic Search,Mobile,23,0,0
02/06/2024,5508261765,Direct,Desktop,18,0,0
02/10/2024,5566007078,Organic Search,Mobile,9,0,0
02/08/2024,2208391737,Organic Search,Mobile,13,0,0
02/05/2024,2962017524,Organic Search,Desktop,27,0,0
02/10/2024,7297509913,Paid Ads,Mobile,20,0,0
02/10/2024,6939437910,Paid Ads,Mobile,95,1,0
02/05/2024,2077565698,Direct,Mobile,15,0,0
02/06/2024,2689045221,Paid Ads,Mobile,13,0,0
02/09/2024,6781871613,Direct,Mobile,15,0,0
02/05/2024,6799059197,Organic Search,Mobile,10,0,0
02/08/2024,7031171927,Organic Search,Desktop,95,1,0
02/07/2024,2245729630,Organic Search,Mobile,1,0,0
02/07/2024,1410773643,Organic Search,Mobile,31,0,0
02/11/2024,3350741615,Direct,Mobile,16,0,0
02/11/2024,5569328821,Direct,Desktop,18,0,0
02/10/2024,1946263299,Organic Search,Mobile,90,1,0
02/07/2024,8523798270,Paid Ads,Desktop,14,0,0
02/09/2024,8279619020,Organic Search,Desktop,90,1,1
02/06/2024,2692604295,Direct,Desktop,9,0,0
02/08/2024,3307859852,Paid Ads,Mobile,13,0,0
02/11/2024,8384055603,Organic Search,Desktop,2,0,0
02/09/2024,2358133614,Organic Search,Mobile,33,0,0
02/08/2024,7340756215,Organic Search,Desktop,5,0,0
02/08/2024,1897807236,Paid Ads,Desktop,6,0,0
02/06/2024,5275687062,Organic Search,Mobile,83,1,0
02/10/2024,2901937649,Direct,Mobile,11,0,0
02/07/2024,2365390185,Paid Ads,Mobile,25,0,0
02/06/2024,2296261376,Paid Ads,Desktop,15,0,0
02/09/2024,7962942236,Direct,Mobile,5,0,0
02/10/2024,6097831649,Paid Ads,Mobile,25,0,0
02/09/2024,7391416173,Direct,Mobile,20,0,0
02/10/2024,7135980453,Organic Search,Desktop,96,1,0
02/11/2024,5434343594,Paid Ads,Desktop,19,0,0
02/09/2024,6627726222,Direct,Desktop,20,0,0
02/06/2024,5496798543,Organic Search,Desktop,34,0,0
02/10/2024,4652887861,Organic Search,Mobile,94,1,1
02/10/2024,3547156941,Paid Ads,Mobile,32,0,0
02/08/2024,2041719730,Organic Search,Desktop,94,1,1
02/08/2024,2242293090,Paid Ads,Mobile,9,0,0
02/05/2024,5802797329,Paid Ads,Mobile,84,1,0
02/09/2024,9661490777,Direct,Mobile,27,0,0
02/08/2024,8712301975,Paid Ads,Mobile,18,0,0
02/05/2024,2212528698,Organic Search,Mobile,18,0,0
02/11/2024,9306372145,Paid Ads,Desktop,1,0,0
02/11/2024,8254719857,Direct,Mobile,13,0,0
02/08/2024,5281262833,Paid Ads,Mobile,8,0,0
02/09/2024,9720569812,Direct,Mobile,21,0,0
02/10/2024,2725275029,Organic Search,Desktop,23,0,0
02/07/2024,3795307411,Paid Ads,Mobile,1,0,0
02/09/2024,6049473230,Paid Ads,Desktop,14,0,0
02/06/2024,1865033516,Paid Ads,Desktop,23,0,0
02/11/2024,8819179713,Organic Search,Mobile,13,0,0
02/08/2024,7256610272,Paid Ads,Desktop,20,0,0
02/08/2024,1225407206,Direct,Desktop,17,0,0
02/10/2024,6389104650,Organic Search,Desktop,17,0,0
02/06/2024,4289379869,Paid Ads,Desktop,12,0,0
02/10/2024,1202114192,Organic Search,Mobile,68,1,0
02/06/2024,1810864190,Organic Search,Mobile,5,0,0
02/07/2024,7258023594,Paid Ads,Mobile,100,1,0
02/11/2024,7912775159,Paid Ads,Mobile,85,1,0
02/08/2024,4401584171,Paid Ads,Desktop,6,0,0
02/08/2024,6372460652,Organic Search,Mobile,20,0,1
02/07/2024,9198514488,Organic Search,Desktop,15,0,0
02/05/2024,7388361435,Organic Search,Desktop,13,0,0
02/11/2024,9835764304,Direct,Desktop,11,0,0
02/10/2024,9119382041,Direct,Desktop,12,0,0
02/07/2024,9384394296,Organic Search,Mobile,23,0,0
02/10/2024,3523838700,Direct,Mobile,12,0,0
02/09/2024,2922220584,Paid Ads,Mobile,4,0,0
02/08/2024,9909199315,Paid Ads,Mobile,20,0,0
02/10/2024,3028197047,Paid Ads,Mobile,13,0,0
02/06/2024,3685282813,Paid Ads,Mobile,81,1,0
02/10/2024,9342421818,Organic Search,Desktop,15,0,0
02/09/2024,1915438405,Direct,Mobile,27,0,0
02/11/2024,4790804518,Paid Ads,Mobile,96,1,0
02/08/2024,5849979288,Paid Ads,Desktop,14,0,0
02/07/2024,2166788804,Organic Search,Mobile,17,0,0
02/09/2024,5683917225,Direct,Mobile,86,1,1
02/08/2024,4658650398,Paid Ads,Desktop,5,0,0
02/10/2024,4847115393,Organic Search,Desktop,13,0,0
02/11/2024,9729044891,Paid Ads,Desktop,100,1,0
02/05/2024,8716530970,Paid Ads,Mobile,19,0,0
02/11/2024,4223795820,Direct,Desktop,2,0,0
02/05/2024,6076922471,Direct,Desktop,16,0,0
02/06/2024,5636868512,Paid Ads,Mobile,96,1,0
02/11/2024,2048605778,Direct,Desktop,15,0,0
02/08/2024,8129617570,Organic Search,Desktop,15,0,0
02/05/2024,6422331835,Direct,Mobile,23,0,0
02/07/2024,3207421837,Organic Search,Mobile,17,0,0
02/08/2024,6440744607,Organic Search,Desktop,26,0,0
02/07/2024,4209618566,Organic Search,Desktop,7,0,0
02/11/2024,4054409324,Organic Search,Mobile,16,0,0
02/07/2024,8575705980,Paid Ads,Desktop,15,0,0
02/05/2024,7539073999,Paid Ads,Mobile,96,1,0
02/08/2024,8672236049,Paid Ads,Mobile,6,0,0
02/10/2024,9623292066,Organic Search,Mobile,76,1,0
02/09/2024,9531898413,Paid Ads,Desktop,102,1,0
02/05/2024,6993275810,Organic Search,Desktop,22,0,0
02/05/2024,7087650661,Direct,Mobile,33,0,0
02/10/2024,8203282774,Paid Ads,Mobile,92,1,1
02/08/2024,9885977596,Organic Search,Mobile,86,1,0
02/08/2024,8560552146,Organic Search,Desktop,14,0,0
02/11/2024,5326715272,Direct,Desktop,19,0,0
